X,Y,id,
-71.022400040291586,42.366836898401665,4790718,
-71.0366247,42.3734966,4790735,
-71.008067518707364,42.366946830168565,4824114,
-71.0094871,42.3680064,4824114,
-70.9968697,42.3585891,4824114,
-71.0109898,42.3691274,4824114,
-71.0051586,42.3647756,4824114,
-71.009284556965099,42.36785522268422,4824114,
-71.005228635612212,42.364827876758739,4824114,
-71.0151162,42.3722068,4824114,
-71.0171727,42.3737415,4824114,
-71.0167483,42.3734247,4824114,
-71.0095135,42.3563448,4824115,
-71.009208,42.356399,4824115,
-71.0128869,42.3557464,4824115,
-70.9968697,42.3585891,4824115,
-71.0048194,42.3654762,4824116,
-71.0114639,42.351736,4824116,
-71.0072517,42.3604468,4824116,
-71.006525,42.3619494,4824116,
-71.00513515202563,42.364824030574432,4824116,
-71.0030778,42.3690784,4824116,
-71.0105811,42.3535616,4824116,
-71.0051586,42.3647756,4824116,
-71.009208,42.356399,4824116,
-71.010618,42.3656741,4824117,
-71.014377,42.3579135,4824117,
-71.0056619,42.3758946,4824117,
-71.004802,42.3776677,4824117,
-71.0051116,42.3770293,4824117,
-71.008261900894738,42.370532965117604,4824117,
-71.005500033116249,42.376228364043257,4824117,
-71.007404,42.3723021,4824117,
-71.0109689,42.3649505,4824117,
-71.0094871,42.3680064,4824117,
-71.005997851454794,42.371254680367059,4824118,
-71.007545830670651,42.372407937241533,4824118,
-71.0082776,42.372954,4824118,
-71.0030778,42.3690784,4824118,
-71.007404,42.3723021,4824118,
-71.112954,42.3972,8603122,
-71.111316,42.399507,8603122,
-71.0894333,42.3924028,8603359,
-71.087119,42.39409,8603359,
-71.088703,42.392941,8603359,
-71.0920368,42.3807394,8603503,
-71.0935382,42.3819657,8603503,
-71.090932,42.381,8603503,
-71.0939551,42.3822361,8603503,
-71.0927115,42.3811514,8603503,
-71.0939042,42.3822063,8603503,
-71.0955674,42.3796317,8604709,
-71.0957904,42.3797217,8604709,
-71.110534606510683,42.399361901405207,8604726,
-71.1106062,42.3993875,8604726,
-71.1103578,42.3992993,8604726,
-71.1036438,42.3839018,8604730,
-71.095239,42.375868,8604746,
-71.094234,42.375782,8604746,
-71.093746,42.374253,8604746,
-71.0846692,42.3965448,8604752,
-71.0845922,42.3975702,8604752,
-71.0899473,42.3802233,8604756,
-71.089687158572403,42.380321359328114,8604756,
-71.089806665280975,42.38027831550496,8604756,
-71.090653,42.379881,8604756,
-71.0893816,42.3804384,8604756,
-71.0887349,42.3806101,8604756,
-71.1112586,42.3937825,8604762,
-71.1107146,42.3945302,8604762,
-71.109759,42.3958893,8604762,
-71.1098498,42.395764,8604762,
-71.1089473,42.3970738,8604762,
-71.1092773,42.3965851,8604762,
-71.1102205,42.3952273,8604762,
-71.110782,42.3944384,8604762,
-71.1110743,42.3940359,8604762,
-71.0906285,42.3865725,8604767,
-71.094733,42.3878444,8604767,
-71.0895421,42.3862299,8604767,
-71.0908259,42.3866387,8604767,
