X;Y;id;highway
-71.092648;42.3845473;8605218;secondary
-71.0924821;42.3844324;8605218;secondary
-71.0923984;42.384374;8605218;secondary
-71.0923189;42.3843137;8605218;secondary
-71.0922524;42.3842539;8605218;secondary
-71.0921897;42.3841933;8605218;secondary
-71.0921664;42.3841674;8605218;secondary
-71.0921013;42.384095;8605218;secondary
-71.0919968;42.383964;8605218;secondary
-71.0918878;42.383856;8605218;secondary
-71.0918048;42.3837932;8605218;secondary
-71.0916954;42.3837388;8605218;secondary
-71.091625;42.3837124;8605218;secondary
-71.0915474;42.3836874;8605218;secondary
-71.0914552;42.3836694;8605218;secondary
-71.0913576;42.3836564;8605218;secondary
-71.0913566;42.3837448;8605225;secondary
-71.0914423;42.3837649;8605225;secondary
-71.0915241;42.3837891;8605225;secondary
-71.09169;42.3838667;8605225;secondary
-71.0917998;42.383935;8605225;secondary
-71.0919309;42.3840602;8605225;secondary
-71.0921681;42.3843005;8605225;secondary
-71.0924494;42.3845667;8605225;secondary
-71.0926181;42.3847216;8605225;secondary
-71.0927809;42.3848506;8605225;secondary
-71.087917;42.373499;8605306;secondary
-71.087911;42.373517;8605306;secondary
-71.087835;42.373632;8605306;secondary
-71.087647;42.373768;8605306;secondary
-71.0994382;42.3765482;8605310;tertiary
-71.0994236;42.3765505;8605310;tertiary
-71.099309;42.376569;8605310;tertiary
-71.0991648;42.3765873;8605310;tertiary
-71.0986326;42.3952594;8605311;secondary
-71.0980911;42.3949633;8605311;secondary
-71.0976396;42.3947493;8605311;secondary
-71.097045;42.3944579;8605311;secondary
-71.096049;42.393929;8605311;secondary
-71.095636;42.393719;8605311;secondary
-71.095281;42.393533;8605311;secondary
-71.0945053;42.3931276;8605311;secondary
-71.0933933;42.3925487;8605311;secondary
-71.0930762;42.392385;8605311;secondary
-71.0925362;42.3921003;8605311;secondary
-71.0923564;42.3919935;8605311;secondary
-71.092172;42.391871;8605311;secondary
-71.091929;42.3916866;8605311;secondary
-71.0918074;42.3916009;8605311;secondary
-71.0913321;42.3912504;8605311;secondary
-71.0911675;42.3911386;8605311;secondary
-71.090868;42.3909169;8605311;secondary
-71.0907767;42.3908511;8605311;secondary
-71.090667;42.3907828;8605311;secondary
-71.0904358;42.3906619;8605311;secondary
-71.0903191;42.390601;8605311;secondary
-71.0901332;42.3905092;8605311;secondary
-71.0892494;42.3900889;8605311;secondary
-71.0888411;42.3899;8605311;secondary
-71.0883835;42.3896918;8605311;secondary
-71.088199;42.389604;8605311;secondary
-71.0878164;42.3894402;8605311;secondary
-71.0875979;42.3893527;8605311;secondary
-71.0873831;42.3892621;8605311;secondary
-71.0869471;42.3890694;8605311;secondary
-71.0867769;42.3889969;8605311;secondary
-71.0859755;42.3886424;8605311;secondary
-71.121425;42.3946953;8605312;residential
-71.1206861;42.3953965;8605312;residential
-71.120579;42.3955178;8605312;residential
-71.1204735;42.3956994;8605312;residential
-71.086913;42.3836734;8605323;residential
-71.087739;42.3838109;8605323;residential
-71.087857;42.3838381;8605323;residential
-71.0890909;42.3842175;8605323;residential
-71.115738;42.391839;8605331;residential
-71.116064;42.391365;8605331;residential
-71.116358;42.390937;8605331;residential
-71.116623;42.390545;8605331;residential
-71.116905;42.390146;8605331;residential
-71.1171573;42.3897926;8605331;residential
-71.124372;42.393652;8605340;residential
-71.123772;42.394059;8605340;residential
-71.0819;42.38528;8605342;residential
-71.082164;42.384867;8605342;residential
-71.08241;42.384524;8605342;residential
-71.082681;42.384143;8605342;residential
-71.084212;42.384563;8605345;residential
-71.084518;42.38413;8605345;residential
-71.084823;42.38369;8605345;residential
-71.0851454;42.3831851;8605345;residential
-71.0851763;42.3831336;8605345;residential
-71.0853872;42.3828206;8605345;residential
-71.0855831;42.3825298;8605345;residential
-71.0858999;42.3820532;8605345;residential
-71.0859237;42.382018;8605345;residential
-71.0860815;42.3817853;8605345;residential
-71.0861986;42.3815571;8605345;residential
-71.0862198;42.3814728;8605345;residential
-71.0862143;42.3813165;8605345;residential
-71.1172375;42.4008713;8605348;secondary
-71.1169935;42.4009822;8605348;secondary
-71.112929;42.3851327;8605351;secondary_link
-71.1130041;42.3852821;8605351;secondary_link
-71.1134548;42.3857318;8605351;secondary_link
-71.0980999;42.3819517;8605356;tertiary
-71.098082;42.3818762;8605356;tertiary
-71.0980802;42.3818319;8605356;tertiary
-71.0980925;42.3817816;8605356;tertiary
-71.0981222;42.381746;8605356;tertiary
-71.0981803;42.3817115;8605356;tertiary
-71.0983039;42.38165;8605356;tertiary
-71.1154388;42.3923054;8605370;residential
-71.1151463;42.3927891;8605370;residential
-71.1149688;42.3931207;8605370;residential
-71.1148882;42.3932827;8605370;residential
-71.1148402;42.3933684;8605370;residential
-71.11442;42.393896;8605370;residential
-71.1140859;42.3943088;8605370;residential
-71.100823;42.390826;8605377;residential
-71.100735;42.390894;8605377;residential
-71.099999;42.391894;8605377;residential
-71.1190277;42.3950743;8605381;secondary
-71.1186097;42.3948947;8605381;secondary
-71.1177573;42.3945236;8605381;secondary
-71.1168213;42.3941212;8605381;secondary
-71.1161927;42.3938475;8605381;secondary
-71.1155532;42.3935716;8605381;secondary
-71.1148882;42.3932827;8605381;secondary
-71.1140032;42.3929011;8605381;secondary
-71.1131596;42.3925362;8605381;secondary
-71.1124076;42.3922111;8605381;secondary
-71.1116462;42.3918661;8605381;secondary
-71.1108948;42.3915271;8605381;secondary
-71.110202;42.3912169;8605381;secondary
-71.1094169;42.390863;8605381;secondary
-71.1087025;42.3905354;8605381;secondary
-71.1079674;42.3902058;8605381;secondary
-71.1072794;42.3899023;8605381;secondary
-71.1067968;42.3896838;8605381;secondary
-71.1060851;42.3893628;8605381;secondary
-71.1055673;42.3891534;8605381;secondary
-71.1052269;42.3890343;8605381;secondary
-71.1042902;42.3887189;8605381;secondary
-71.1034251;42.3884252;8605381;secondary
-71.102696;42.388176;8605381;secondary
-71.1019;42.387907;8605381;secondary
-71.1011089;42.3876325;8605381;secondary
-71.100261;42.387347;8605381;secondary
-71.099921;42.387237;8605381;secondary
-71.099242;42.38701;8605381;secondary
-71.098724;42.386836;8605381;secondary
-71.0981734;42.3866498;8605381;secondary
-71.097825;42.386532;8605381;secondary
-71.096878;42.386209;8605381;secondary
-71.0967725;42.386168;8605381;secondary
-71.0960613;42.385892;8605381;secondary
-71.094174;42.385148;8605381;secondary
-71.0935001;42.3848835;8605381;secondary
-71.092918;42.384659;8605381;secondary
-71.092648;42.3845473;8605381;secondary
-71.096049;42.393929;8605394;residential
-71.096817;42.392812;8605394;residential
-71.097381;42.392005;8605394;residential
-71.098047;42.391048;8605394;residential
-71.098482;42.390421;8605394;residential
-71.1168213;42.3941212;8605417;tertiary
-71.116446;42.39463;8605417;tertiary
-71.116308;42.394828;8605417;tertiary
-71.1160435;42.3952352;8605417;tertiary
-71.115721;42.395683;8605417;tertiary
-71.115602;42.395856;8605417;tertiary
-71.115309;42.396283;8605417;tertiary
-71.114913;42.39686;8605417;tertiary
-71.114689;42.397187;8605417;tertiary
-71.114326;42.397715;8605417;tertiary
-71.11344;42.3990326;8605417;tertiary
-71.112711;42.400092;8605417;tertiary
-71.104343;42.3808503;8605423;tertiary
-71.10424;42.3810181;8605423;tertiary
-71.122628;42.401557;8605424;unclassified
-71.1223015;42.4020265;8605424;unclassified
-71.121973;42.402503;8605424;unclassified
-71.121713;42.402877;8605424;unclassified
-71.121346;42.40341;8605424;unclassified
-71.0951934;42.3949408;8605436;residential
-71.0932533;42.3939717;8605436;residential
-71.0925573;42.3936301;8605436;residential
-71.104396;42.397361;8605442;secondary
-71.103717;42.397149;8605442;secondary
-71.103608;42.397116;8605442;secondary
-71.1031762;42.3969708;8605442;secondary
-71.102385;42.396713;8605442;secondary
-71.101803;42.396535;8605442;secondary
-71.101187;42.396334;8605442;secondary
-71.101152;42.396319;8605442;secondary
-71.100331;42.395985;8605442;secondary
-71.100039;42.395867;8605442;secondary
-71.0995624;42.3956699;8605442;secondary
-71.0988035;42.3953348;8605442;secondary
-71.0986326;42.3952594;8605442;secondary
-71.115661;42.403872;8605463;residential
-71.115557;42.403225;8605463;residential
-71.115476;42.402719;8605463;residential
-71.115431;42.402573;8605463;residential
-71.115082;42.402071;8605463;residential
-71.1139457;42.4005089;8605463;residential
-71.0787613;42.3862627;8605471;secondary
-71.0789472;42.3863417;8605471;secondary
-71.0801502;42.3866839;8605471;secondary
-71.0805685;42.3868039;8605471;secondary
-71.0814075;42.3870508;8605471;secondary
-71.1080107;42.3942492;8605474;residential
-71.1084288;42.3944372;8605474;residential
-71.1102205;42.3952273;8605474;residential
-71.110035;42.397693;8605480;residential
-71.110385;42.397172;8605480;residential
-71.110886;42.396426;8605480;residential
-71.1188059;42.3913281;8605490;tertiary
-71.1187272;42.3913804;8605490;tertiary
-71.118358;42.39188;8605490;tertiary
-71.117653;42.392878;8605490;tertiary
-71.117422;42.3932289;8605490;tertiary
-71.1171955;42.393559;8605490;tertiary
-71.1171852;42.3935739;8605490;tertiary
-71.1168213;42.3941212;8605490;tertiary
-71.1019;42.387907;8605500;residential
-71.101637;42.388288;8605500;residential
-71.101302;42.388722;8605500;residential
-71.1012527;42.3888015;8605500;residential
-71.100963;42.389181;8605500;residential
-71.100864;42.389319;8605500;residential
-71.100701;42.389545;8605500;residential
-71.100635;42.389638;8605500;residential
-71.0833462;42.4006943;8605502;trunk
-71.0840301;42.3988241;8605502;trunk
-71.1068763;42.3866374;8605524;residential
-71.106361;42.387367;8605524;residential
-71.105953;42.387948;8605524;residential
-71.105592;42.388471;8605524;residential
-71.1052269;42.3890343;8605524;residential
-71.119835;42.396757;8605532;residential
-71.117852;42.3959631;8605532;residential
-71.1015958;42.3743694;8605545;secondary
-71.1016653;42.3744236;8605545;secondary
-71.102106;42.37478;8605545;secondary
-71.1022856;42.3749294;8605545;secondary
-71.1024806;42.3750953;8605545;secondary
-71.1024965;42.3751057;8605545;secondary
-71.1029048;42.3754246;8605545;secondary
-71.1030466;42.375543;8605545;secondary
-71.103182;42.375656;8605545;secondary
-71.1037199;42.3761138;8605545;secondary
-71.1037992;42.3761783;8605545;secondary
-71.1038743;42.3762374;8605545;secondary
-71.104269;42.3765543;8605545;secondary
-71.1043605;42.3766261;8605545;secondary
-71.1049509;42.3771247;8605545;secondary
-71.1049995;42.3771712;8605545;secondary
-71.1051776;42.3773149;8605545;secondary
-71.1053309;42.3774415;8605545;secondary
-71.105661;42.3777145;8605545;secondary
-71.1058476;42.37786;8605545;secondary
-71.1058981;42.3779008;8605545;secondary
-71.1063166;42.3782331;8605545;secondary
-71.1063731;42.3782853;8605545;secondary
-71.106462;42.3783496;8605545;secondary
-71.1066579;42.3785117;8605545;secondary
-71.1071092;42.3788851;8605545;secondary
-71.1071915;42.3789507;8605545;secondary
-71.1079288;42.3795465;8605545;secondary
-71.108235;42.379795;8605545;secondary
-71.1084802;42.3800096;8605545;secondary
-71.1086444;42.3801407;8605545;secondary
-71.1087008;42.380187;8605545;secondary
-71.094311;42.378791;8605549;secondary
-71.0943032;42.3788026;8605549;secondary
-71.0941637;42.3789858;8605549;secondary
-71.0941056;42.3790987;8605549;secondary
-71.1024965;42.3751057;8605568;tertiary
-71.1017267;42.3756286;8605568;tertiary
-71.1015773;42.3757368;8605568;tertiary
-71.1011837;42.3760027;8605568;tertiary
-71.101058;42.3760861;8605568;tertiary
-71.1009841;42.3761304;8605568;tertiary
-71.1006778;42.3762702;8605568;tertiary
-71.1169447;42.3955902;8605579;residential
-71.116633;42.396045;8605579;residential
-71.0857851;42.3927605;8605592;trunk
-71.0855471;42.3939815;8605592;trunk
-71.1021167;42.3890947;8605662;residential
-71.1012527;42.3888015;8605662;residential
-71.0824806;42.3734784;8605671;unclassified
-71.0821562;42.3736037;8605671;unclassified
-71.0820567;42.3736771;8605671;unclassified
-71.081994;42.37378;8605671;unclassified
-71.082611;42.373926;8605673;unclassified
-71.0824481;42.3737547;8605673;unclassified
-71.0824186;42.3737013;8605673;unclassified
-71.0824239;42.3736014;8605673;unclassified
-71.0824806;42.3734784;8605673;unclassified
-71.0864613;42.3730531;8605680;service
-71.0858023;42.3740554;8605680;service
-71.0857118;42.3741468;8605680;service
-71.0856194;42.3742077;8605680;service
-71.085252;42.374305;8605680;service
-71.0851397;42.3742938;8605680;service
-71.0850273;42.3742483;8605680;service
-71.083456;42.3735367;8605680;service
-71.0832214;42.3734304;8605680;service
-71.090653;42.379881;8605696;secondary
-71.0902444;42.3798882;8605696;secondary
-71.0898723;42.3798857;8605696;secondary
-71.089672;42.379914;8605696;secondary
-71.08956;42.379936;8605696;secondary
-71.089498;42.379948;8605696;secondary
-71.089397;42.379998;8605696;secondary
-71.0892987;42.380125;8605696;secondary
-71.089202;42.380253;8605696;secondary
-71.089107;42.380387;8605696;secondary
-71.0887349;42.3806101;8605696;secondary
-71.098557;42.392441;8605698;residential
-71.097381;42.392005;8605698;residential
-71.097239;42.392006;8605698;residential
-71.096519;42.391734;8605698;residential
-71.095663;42.391399;8605698;residential
-71.0978769;42.3766552;8605712;residential
-71.0979001;42.3767481;8605712;residential
-71.0978996;42.3768412;8605712;residential
-71.1024885;42.3759957;8605715;service
-71.1022142;42.3761776;8605715;service
-71.1021409;42.3762288;8605715;service
-71.0991648;42.3765873;8605740;residential
-71.09886;42.3765674;8605740;residential
-71.0985836;42.37659;8605740;residential
-71.0979699;42.3766488;8605740;residential
-71.0978769;42.3766552;8605740;residential
-71.106964;42.379473;8605743;service
-71.1074507;42.3798699;8605743;service
-71.103943;42.3815556;8605769;service
-71.1031751;42.3813715;8605769;service
-71.102281;42.3811572;8605769;service
-71.1020482;42.3811104;8605769;service
-71.1019302;42.3810817;8605769;service
-71.1136831;42.3948105;8605777;residential
-71.113477;42.395124;8605777;residential
-71.112253;42.396938;8605777;residential
-71.112091;42.397178;8605777;residential
-71.110909;42.398928;8605777;residential
-71.097517;42.396692;8605786;residential
-71.096762;42.396378;8605786;residential
-71.109152;42.385135;8605789;residential
-71.108785;42.385001;8605789;residential
-71.1089011;42.3848176;8605789;residential
-71.1091506;42.3844333;8605789;residential
-71.10947;42.3839;8605789;residential
-71.109152;42.385135;8605790;residential
-71.108998;42.384987;8605790;residential
-71.1089011;42.3848176;8605790;residential
-71.081306;42.385755;8605797;residential
-71.081785;42.385887;8605797;residential
-71.082369;42.386065;8605797;residential
-71.098249;42.375623;8605806;residential
-71.097857;42.375456;8605806;residential
-71.085282;42.3755668;8605821;residential
