X,Y,id
-1.5418113,47.21807,20360663
-1.5420187,47.218033,20360663
-1.542341,47.217976,20360663
-1.5428039,47.21789,20360663
-1.5428649,47.21788,20360663
-1.542895,47.217873,20360663
-1.543097,47.217846,20360663
-1.5461487,47.216457,20360664
-1.5462292,47.216446,20360664
-1.5463011,47.216446,20360664
-1.5464002,47.216454,20360664
-1.5464429,47.216454,20360664
-1.5464782,47.216454,20360664
-1.546506,47.216446,20360664
-1.5465308,47.21644,20360664
-1.5465854,47.216427,20360664
-1.5466167,47.21642,20360664
-1.546657,47.21642,20360664
-1.5394218,47.213562,23449424
-1.5392551,47.213486,23449424
-1.5390531,47.213413,23449424
-1.553389,47.21733,24485906
-1.5532525,47.217308,24485906
-1.5532296,47.217308,24485906
-1.5525271,47.217346,24485906
-1.552485,47.217358,24485906
-1.5524633,47.217365,24485906
-1.5524158,47.21738,24485906
-1.5532957,47.217243,24485907
-1.5531961,47.216896,24485907
-1.5531684,47.216705,24485907
-1.5531213,47.216595,24485907
-1.5529094,47.216377,24485907
-1.552867,47.216328,24485907
-1.5535328,47.212807,24485910
-1.5534382,47.212868,24485910
-1.5531223,47.213,24485910
-1.5526483,47.213184,24485910
-1.552543,47.213226,24485910
-1.5548154,47.21368,24485913
-1.5547454,47.213608,24485913
-1.554452,47.213295,24485913
-1.5541986,47.213005,24485913
-1.5541701,47.212975,24485913
-1.5541416,47.212948,24485913
-1.5541099,47.212925,24485913
-1.5540845,47.21291,24485913
-1.5540566,47.2129,24485913
-1.5539153,47.212852,24485913
-1.553788,47.21282,24485913
-1.5537895,47.212692,24485916
-1.5539081,47.21266,24485916
-1.554085,47.212593,24485916
-1.5543422,47.212196,24485919
-1.5541728,47.2122,24485919
-1.5540729,47.212193,24485919
-1.5539968,47.212173,24485919
-1.5539185,47.212154,24485919
-1.5538565,47.21214,24485919
-1.5538092,47.212124,24485919
-1.5537657,47.212105,24485919
-1.5537087,47.212074,24485919
-1.5535563,47.212677,24485921
-1.5534748,47.21264,24485921
-1.5533516,47.212574,24485921
-1.5532509,47.21253,24485921
-1.5531439,47.212486,24485921
-1.5530246,47.212452,24485921
-1.5528945,47.21243,24485921
-1.5528184,47.212418,24485921
-1.5494232,47.208515,24485925
-1.549507,47.20863,24485925
-1.5495368,47.208664,24485925
-1.5495609,47.20869,24485925
-1.5496275,47.208767,24485925
-1.5692703,47.229733,24849354
-1.5693185,47.229736,24849354
-1.5693462,47.22974,24849354
-1.570447,47.229843,24849354
-1.5710446,47.23032,24849354
-1.5292441,47.208473,25025448
-1.5290368,47.20831,25025448
-1.5289438,47.208233,25025448
-1.5288581,47.208157,25025448
-1.528812,47.208115,25025448
-1.5284745,47.20893,25025449
-1.5285047,47.20891,25025449
-1.5292441,47.208473,25025449
-1.5293247,47.208427,25025449
-1.5295631,47.20829,25025449
-1.529698,47.208225,25025449
-1.529853,47.20817,25025449
-1.5284745,47.20893,25025454
-1.5283551,47.208973,25025454
-1.5282013,47.209015,25025454
-1.5281298,47.209057,25025454
-1.5278901,47.209194,25025454
-1.527804,47.209244,25025454
-1.5293247,47.208427,25025465
-1.5295908,47.20864,25025465
-1.5298299,47.2085,25025465
-1.5295631,47.20829,25025465
-1.5284376,47.210724,25025466
-1.5285203,47.21065,25025466
-1.5287672,47.210392,25025466
-1.5291919,47.20994,25025466
-1.5293423,47.209785,25025466
-1.5294352,47.209675,25025466
-1.528812,47.208115,25025474
-1.5293843,47.207893,25025474
-1.529916,47.20768,25025474
-1.5284745,47.20893,25025475
-1.5289578,47.209343,25025475
-1.5635256,47.20678,25652609
-1.5635266,47.206795,25652609
-1.563546,47.206844,25652609
-1.5642872,47.207634,25652609
-1.5616556,47.20458,25652610
-1.5618896,47.205734,25652610
-1.5619078,47.2058,25652610
-1.5619172,47.20584,25652610
-1.5620824,47.206596,25652610
-1.562146,47.206913,25652610
-1.5569044,47.20631,25652613
-1.5569009,47.2063,25652613
-1.556896,47.206287,25652613
-1.5568897,47.206276,25652613
-1.5568826,47.20627,25652613
-1.556874,47.206257,25652613
-1.5568647,47.20625,25652613
-1.556852,47.206238,25652613
-1.5568405,47.20623,25652613
-1.5568281,47.206226,25652613
-1.5568204,47.206223,25652613
-1.5568134,47.20622,25652613
-1.556801,47.206215,25652613
-1.5567902,47.20621,25652613
-1.5567732,47.206207,25652613
-1.5567555,47.206203,25652613
-1.556737,47.2062,25652613
-1.5567207,47.2062,25652613
-1.5567071,47.2062,25652613
-1.5566922,47.2062,25652613
-1.5566719,47.206203,25652613
-1.5566573,47.206207,25652613
-1.556645,47.20621,25652613
-1.5566303,47.206215,25652613
-1.5566167,47.20622,25652613
-1.5566024,47.206226,25652613
-1.5565906,47.206234,25652613
-1.5565778,47.20624,25652613
-1.5565675,47.20625,25652613
-1.5565588,47.206257,25652613
-1.5565513,47.206264,25652613
-1.5565453,47.206272,25652613
-1.556539,47.206284,25652613
-1.5565332,47.206295,25652613
-1.5565298,47.206303,25652613
-1.5565273,47.206314,25652613
-1.5565258,47.206326,25652613
-1.5565258,47.206333,25652613
-1.556527,47.206345,25652613
-1.5565292,47.206356,25652613
-1.5565327,47.206364,25652613
-1.5565372,47.206375,25652613
-1.5565428,47.206383,25652613
-1.5565505,47.206394,25652613
