X,Y,id,
-71.093746,42.374253,8604746
-71.095239,42.375868,8604746
-71.0755329,42.3705222,8604813
-71.081994,42.37378,8604813
-71.0958978,42.3779687,8605306
-71.0958835,42.377919,8605306
-71.0994382,42.3765482,8605310
-71.0991648,42.3765873,8605310
-71.1006778,42.3762702,8605831
-71.0994382,42.3765482,8605831
-71.095537,42.3610368,8614574
-71.0952709,42.363098,8614574
-71.105565,42.37323,8614603
-71.10499,42.372985,8614603
-71.106653,42.373712,8614604
-71.105565,42.37323,8614604
-71.106571,42.376754,8614605
-71.1057908,42.3767181,8614605
-71.127604,42.376773,8614607
-71.126948,42.377401,8614607
-71.1395864,42.37225,8614612
-71.1368834,42.3727589,8614612
-71.097547,42.369327,8614614
-71.0935553,42.36638,8614614
-71.106556,42.361092,8614618
-71.1079573,42.3619413,8614618
-71.119706,42.376458,8614620
-71.119617,42.376249,8614620
-71.103146,42.366344,8614857
-71.1048246,42.3673442,8614857
-71.0901544,42.3691143,8614858
-71.088877,42.368995,8614858
-71.1009714,42.3594843,8614859
-71.0981415,42.3607628,8614859
-71.107894,42.371152,8614860
-71.107397,42.37184,8614860
-71.104793,42.370817,8614863
-71.102099,42.3738987,8614863
-71.1392761,42.3748782,8614897
-71.138487,42.3748053,8614897
-71.11404,42.367199,8614899
-71.114017,42.3677372,8614899
-71.1132079,42.3700486,8614901
-71.1108239,42.3731946,8614901
-71.1116494,42.3547737,8614906
-71.1131989,42.355608,8614906
-71.0875696,42.3712865,8614907
-71.0873878,42.3719802,8614907
-71.1084455,42.3535105,8614910
-71.1004044,42.3547978,8614910
-71.105819,42.367533,8614911
-71.105111,42.367096,8614911
-71.1083835,42.3682009,8614912
-71.108023,42.368556,8614912
-71.119385,42.375761,8614915
-71.1199949,42.3755374,8614915
-71.100812,42.366314,8614916
-71.100592,42.366231,8614916
-71.0917717,42.3662868,8614918
-71.0915377,42.3667036,8614918
-71.1103259,42.353985,8614937
-71.1109861,42.3546499,8614937
-71.1170897,42.3729058,8614944
-71.1176959,42.3716495,8614944
-71.111555,42.362935,8614949
-71.1105291,42.3620553,8614949
-71.102574,42.364713,8614961
-71.1120124,42.3559879,8614961
-71.105899,42.374389,8614963
-71.1053584,42.3763217,8614963
-71.103969,42.361219,8614965
-71.102478,42.36035,8614965
-71.115579,42.370129,8614967
-71.115141,42.369971,8614967
-71.0913951,42.3694041,8614979
-71.0901827,42.3690649,8614979
-71.104276,42.358868,8614980
-71.1031172,42.3581904,8614980
-71.1142346,42.3720507,8614984
-71.113415,42.375358,8614984
-71.1090072,42.364907,8614985
-71.11141,42.3672332,8614985
-71.0937666,42.3660033,8614986
-71.0948683,42.3668839,8614986
-71.107398,42.362441,8614989
-71.105982,42.361599,8614989
-71.0996524,42.3727574,8614993
-71.0992318,42.3730427,8614993
-71.111053,42.363729,8614994
-71.110573,42.363484,8614994
-71.0775599,42.3679188,8614998
-71.08542,42.368923,8614998
-71.0911484,42.3654261,8614999
-71.1005856,42.3735244,8614999
-71.1130971,42.3645578,8615017
-71.112853,42.365448,8615017
-71.102933,42.370077,8615019
-71.103685,42.368984,8615019
-71.124492,42.375965,8615037
-71.122151,42.376534,8615037
-71.112556,42.362595,8615044
-71.112697,42.362877,8615044
-71.1099468,42.3592593,8615057
-71.1097038,42.3594913,8615057
-71.0822002,42.3720451,8615059
-71.0821519,42.3722473,8615059
-71.122151,42.376534,8615064
-71.1225162,42.3769422,8615064
-71.106493,42.370677,8615067
-71.106123,42.37056,8615067
-71.131102,42.375744,8615071
-71.130461,42.37569,8615071
-71.0838908,42.3603265,8615075
-71.0843217,42.3610352,8615075
-71.10305,42.374018,8615076
-71.1072517,42.3780823,8615076
-71.093395,42.37,8615077
-71.0913951,42.3694041,8615077
-71.120167,42.3743775,8615078
-71.1198964,42.3733531,8615078
-71.0983957,42.3660571,8615090
-71.097934,42.365912,8615090
-71.099914,42.365122,8615091
-71.0990931,42.3648423,8615091
-71.088031,42.370637,8615092
-71.0872473,42.3705422,8615092
-71.0947622,42.3566977,8615096
-71.0950735,42.3572124,8615096
-71.1084455,42.3535105,8615109
-71.1103646,42.3542656,8615109
-71.107714,42.367853,8615111
-71.104793,42.370817,8615111
-71.104495,42.360715,8615112
-71.103047,42.359866,8615112
-71.111237,42.359808,8615113
-71.111548,42.359987,8615113
-71.112607,42.369837,8615119
-71.106682,42.367211,8615119
-71.107211,42.360479,8615123
-71.1060894,42.35983,8615123
-71.113462,42.361695,8615124
-71.1120226,42.3607993,8615124
-71.1124309,42.3578903,8615126
-71.11092,42.35703,8615126
-71.1111048,42.3540413,8615130
-71.1105145,42.3534734,8615130
-71.1125777,42.3759382,8615132
